path,age_bin,gender,ethnicity,split
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69620.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22623.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49043.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9678.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13567.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68501.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41584.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50704.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38938.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5490.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83401.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50879.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27189.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21315.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75226.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12092.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62562.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46821.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18346.jpg,3,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71492.jpg,4,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19489.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24478.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70561.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22008.jpg,2,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81177.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8560.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11011.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12479.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5691.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66868.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\52338.jpg,3,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7496.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83982.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4163.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83210.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61532.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22393.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36042.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15841.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84397.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42843.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30961.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10726.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\52852.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68666.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13166.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77812.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67741.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19129.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67033.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8228.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56403.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63444.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76930.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65546.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12646.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11954.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31475.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26290.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14587.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65769.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11789.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30592.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\17471.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41541.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71079.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80682.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22959.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77621.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6589.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54439.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9457.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73725.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3218.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62416.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63078.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54004.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9536.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24912.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42662.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16341.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75346.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1234.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74312.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4605.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35981.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5043.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49087.jpg,2,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6831.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32419.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31934.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48836.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54410.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71524.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50049.jpg,3,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12290.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4204.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\33854.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19312.jpg,4,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64897.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80133.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16369.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21703.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23475.jpg,3,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77026.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84590.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\33883.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80860.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15311.jpg,3,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\52307.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15304.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63479.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68707.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42470.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35997.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49735.jpg,4,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53169.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78104.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58214.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36640.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55452.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18141.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59532.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65959.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74089.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27820.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66921.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57240.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75541.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56771.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57120.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46601.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80876.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6562.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14397.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86383.jpg,3,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68070.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15702.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71296.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3784.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50262.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41380.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83942.jpg,3,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13410.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7872.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31464.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54171.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50112.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30352.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\25374.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67790.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18024.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12904.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38068.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36044.jpg,3,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31277.jpg,4,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32424.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4762.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60605.jpg,3,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47858.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7279.jpg,2,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41224.jpg,4,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5902.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84796.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67235.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28907.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65186.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28047.jpg,4,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47914.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16396.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40063.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53802.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76458.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43382.jpg,3,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47083.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84971.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46819.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54991.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36642.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51030.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32971.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57256.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\65756.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74667.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47279.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19670.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4990.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43355.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84751.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73068.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49042.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8348.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70429.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69190.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75154.jpg,1,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81173.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67817.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\34523.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84781.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80535.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82726.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3790.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82332.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\968.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23138.jpg,2,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23844.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20018.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61482.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14025.jpg,4,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60212.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\85112.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47697.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\25358.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75637.jpg,4,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82095.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\164.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56956.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73250.jpg,2,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11374.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59330.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71337.jpg,2,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6777.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20030.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55444.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58576.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26645.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14753.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69812.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46570.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73861.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12876.jpg,3,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79435.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\85076.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73332.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50931.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3746.jpg,2,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6549.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44161.jpg,3,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69632.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3169.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7337.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5865.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82536.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55087.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1390.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35611.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46762.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6207.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57297.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46029.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8029.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80532.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75147.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28268.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39159.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60176.jpg,4,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51226.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41637.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18960.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53387.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8605.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14420.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81984.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27159.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5296.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61708.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10080.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24131.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28872.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39417.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50499.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73650.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71866.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9336.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16386.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60566.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70946.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10737.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18961.jpg,3,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\25571.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3418.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26732.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82718.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64116.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54610.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8229.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23930.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69197.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83614.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67971.jpg,3,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6017.jpg,0,0,1,train
